temperature,vibration,current,failure
67.45071229516849,3.649643450051237,7.409519185105198,0
57.92603548243223,4.710962658568964,9.906389533182749,0
69.71532807151038,3.415160158000077,10.05405061613334,0
82.84544784612038,4.384076940721919,11.417891037530216,1
56.48769937914996,1.2127706660924287,5.899424910157521,0
56.487945645762295,5.426587414745877,11.777701821541992,0
83.68819223261087,5.002410950724449,1.886825105191674,1
71.51152093729362,3.3658227378636187,8.110346342908569,0
52.95788421097572,6.31849133686481,8.535178472645367,0
68.13840065378947,6.875140275253116,11.899980478213715,0
53.04873460781307,1.7848802712620517,10.067892558030607,0
53.01405369644615,3.4745504428675718,5.78331083843114,0
63.629434073490515,3.4617153004254035,7.045020622548955,0
31.300796330133032,3.120193797782271,10.596040028642221,0
34.12623251230451,6.658949683863497,9.76279797440633,0
51.56568706138541,4.612347722454393,8.26262767109276,0
44.80753319498364,4.470970317378779,8.557498631464062,0
64.71370998892911,0.9922752711864931,12.088503991477868,0
46.37963886718184,6.2708360604184525,8.446922281392355,0
38.81544447997062,2.521483210293055,9.73572626791278,0
81.98473153382331,5.119865260532657,16.50980976424163,1
56.61335549270196,5.554753875916384,5.728952089348231,0
61.012923070318855,7.7213171916773025,4.444471805276024,0
38.62877720679815,2.382359201761776,12.350768994395821,0
51.834259132122256,-1.0390243116416507,7.96407081611769,0
61.663838845647994,5.36769908950739,9.045287416772139,0
42.73509633866546,8.601022363021707,7.6565308656066575,1
65.63547027518509,7.477892705878874,9.220599577697463,0
50.99041965121793,5.419318830549251,14.795614336289024,0
55.62459375310085,4.0167276287359055,12.406385375854358,0
50.97440081655905,6.614245193274621,12.586670535660932,0
87.78417276763406,3.0529076005910625,5.751318832622063,1
59.79754162893099,5.952715538712439,6.546538790341392,0
44.13433606566149,6.010940318333254,1.4827640215437192,0
72.33817368154783,7.12041981499776,7.571857536751738,0
41.68734525043467,10.519320077822155,12.870109559156976,1
63.132953925071334,5.784831934357534,11.550839547245113,0
30.604948141803366,3.9820727485850025,9.335460211143628,0
40.07720926652354,4.9488513756160115,9.93309914884584,0
62.952918538036855,1.4618481902217635,7.933343372273783,0
71.07699869993115,3.6105737378218836,10.614276647205353,0
62.57052421784956,4.181435123773792,12.297634838441844,0
58.265275764176394,3.951823204130815,5.1523396377685815,0
55.48344456616067,5.304709744067444,10.898943063512045,0
37.82217014448859,3.355160135235599,12.797304612864002,0
